Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
1202.03,1384.48,550.31,376.9,1459.75,5.71,99.31,440.94
213.53,61.63,31.77,68.11,132.71,19.29,23.07,36.05
96.75,205.72,87.26,205.44,158.99,14.13,6.14,34.77
661.51,309.77,151.36,40.93,167.8,28.13,12.18,84.73
551.37,251.51,201.26,242.08,484.88,30.02,0.0,45.78
266.55,148.46,148.62,205.11,296.67,23.54,40.6,19.68
154.57,118.76,27.08,25.94,106.75,8.53,20.53,40.19
173.68,206.02,98.73,100.1,155.74,0.12,0.0,111.83
478.0,149.3,40.93,398.45,467.57,35.83,23.55,63.31
593.88,95.54,61.31,194.34,243.36,9.47,34.1,23.55
1138.56,227.12,74.18,405.84,429.43,17.9,0.0,122.07
1017.2,759.58,333.84,527.87,366.52,54.12,74.24,140.85
623.89,508.2,70.54,150.86,137.38,44.44,111.32,44.67
1399.5,158.85,200.74,369.31,224.48,2.67,0.0,170.42
44.46,67.66,10.31,55.46,102.56,10.02,2.03,17.22
815.87,291.12,87.51,132.99,346.83,12.76,67.98,51.87
1235.48,640.13,459.06,507.56,385.44,91.69,184.85,455.14
525.05,89.47,130.08,81.24,202.05,23.5,51.69,46.39
365.07,305.58,80.65,84.64,98.9,20.46,21.25,10.3
2316.22,1449.42,2277.76,1469.77,1387.4,283.38,217.9,918.08
3713.76,2633.15,314.62,468.05,2510.68,17.03,375.4,887.37
1118.75,365.65,571.5,365.57,242.94,6.11,31.46,189.31
2121.56,635.84,635.6,251.4,1110.43,76.18,25.68,58.24
70.94,103.22,29.79,32.68,45.58,3.15,0.34,19.9
127.73,275.12,140.19,89.9,73.02,26.15,38.0,86.38
746.92,269.24,82.41,162.85,236.36,28.95,32.59,38.42
695.44,219.97,135.54,145.0,164.58,41.69,22.3,66.77
835.63,317.23,131.05,102.61,108.16,10.15,37.86,113.95
39.18,16.33,52.76,31.88,29.66,0.41,2.6,10.84
1044.32,779.64,236.29,147.2,287.86,41.22,0.0,209.85
547.36,749.08,396.78,208.06,464.26,40.64,126.92,307.7
2253.35,876.0,291.74,1001.69,1086.03,218.48,39.54,346.01
551.44,112.6,106.5,73.01,296.53,21.92,21.76,9.76
528.65,67.31,203.81,67.19,126.77,10.5,22.21,102.22
61.6,59.31,35.96,14.96,38.22,1.71,3.57,14.73
385.41,291.62,209.18,75.29,411.57,0.24,0.0,128.48
1865.22,599.94,275.76,136.41,885.95,89.69,8.83,345.84
350.93,230.01,238.85,74.13,163.32,2.99,74.41,114.37
1375.05,880.3,523.24,1116.06,2919.66,124.93,0.0,318.71
467.02,177.87,210.25,114.25,177.36,4.27,43.14,22.97
861.2,277.81,244.83,148.24,283.83,17.39,66.25,80.18
168.97,189.78,23.31,76.13,40.9,2.6,9.43,36.15
485.29,667.47,259.89,177.94,506.52,7.97,85.27,244.61
39.79,38.06,61.29,33.61,90.32,9.35,7.77,13.82
2040.3,1052.56,750.21,353.74,296.75,40.6,220.56,215.64
393.11,319.85,624.96,522.35,424.59,117.19,235.44,374.29
1533.23,368.6,584.38,740.92,711.35,25.05,169.96,434.28
254.97,107.83,99.67,44.47,119.93,17.42,54.14,20.05
399.71,226.41,243.57,348.85,255.92,49.63,50.04,191.82
1094.76,221.09,145.59,239.22,432.05,2.57,149.74,341.46
1033.23,464.46,364.88,140.5,591.98,54.39,28.47,84.24
249.22,177.86,154.64,59.47,198.21,17.78,27.67,80.38
84.59,37.67,42.54,38.89,17.1,3.17,2.69,14.97
1217.36,749.18,264.58,373.1,168.26,55.44,0.0,271.12
888.2,150.35,183.82,107.71,175.55,17.85,16.66,37.63
615.98,339.34,43.18,117.74,325.48,38.71,41.26,34.08
1851.56,514.41,511.7,352.26,386.16,17.17,195.93,276.41
909.8,664.84,86.75,324.56,194.51,31.27,11.85,146.32
286.39,164.08,80.78,39.56,200.7,5.42,19.14,27.94
161.46,63.47,20.19,27.45,28.52,5.35,7.26,21.38
112.9,149.57,33.44,47.62,38.62,9.56,7.51,43.06
3828.63,1112.76,749.25,933.81,2763.88,276.14,166.4,629.97
1799.34,663.16,179.66,337.48,191.57,46.52,60.53,72.7
370.87,753.7,371.59,400.14,356.8,72.64,32.45,121.49
735.94,271.24,124.69,192.84,301.93,55.66,0.0,68.07
1044.27,166.24,204.74,167.67,323.51,8.41,37.89,27.79
1364.95,711.1,228.81,138.8,1619.36,150.57,0.0,506.59
201.23,351.42,230.23,107.26,76.54,41.05,47.39,37.64
837.82,592.89,287.67,364.45,183.68,66.48,59.21,214.24
324.5,80.12,216.26,55.42,155.97,25.98,43.47,45.86
1434.15,2780.89,768.3,1078.42,1539.84,242.35,155.71,609.57
1756.86,285.77,524.67,218.65,763.02,71.92,122.5,467.34
820.84,1374.5,684.52,341.5,1590.69,86.06,52.36,143.49
565.83,129.08,60.58,103.84,271.21,23.29,43.82,14.26
948.07,233.32,264.32,357.62,1059.14,101.79,252.83,333.46
371.83,259.4,37.48,212.58,109.23,8.44,55.08,74.25
1127.38,573.87,400.5,287.95,360.02,38.1,6.23,33.1
4249.3,1589.64,467.24,422.81,1067.41,78.47,295.78,382.13
335.92,51.17,84.26,63.76,194.91,21.53,33.72,81.11
348.74,541.38,138.86,132.71,151.73,53.13,0.0,69.47
860.29,458.99,563.25,148.15,302.91,7.21,120.36,108.52
1626.3,648.35,420.7,289.8,927.73,1.83,109.98,70.38
614.65,151.64,237.03,138.39,209.19,19.96,57.5,158.44
2322.6,1787.92,678.14,963.95,1205.81,122.32,0.0,832.18
282.14,148.44,52.86,82.38,63.25,11.37,5.11,9.05
1145.91,1377.72,510.15,335.43,1485.81,52.5,235.58,176.96
2446.73,733.69,608.26,1049.07,1049.5,150.68,0.0,178.09
2679.54,2177.8,442.13,474.27,1377.97,181.17,49.27,505.76
116.84,114.5,77.32,94.07,125.48,6.56,18.25,28.45
502.91,144.45,64.9,101.22,136.95,14.23,55.57,48.94
747.01,954.96,244.31,296.95,1487.61,89.54,0.0,457.41
92.3,84.17,18.86,39.04,59.1,7.79,7.29,18.23
301.27,96.15,48.36,41.2,73.16,12.1,14.39,62.42
159.12,388.37,123.2,59.85,139.26,19.45,57.97,40.69
1010.39,603.2,230.98,133.04,136.44,25.57,0.0,57.44
1102.87,1030.09,1383.51,1330.02,704.57,170.68,144.28,191.77
614.25,383.13,208.64,291.64,362.69,0.7,52.7,85.51
172.57,64.59,118.18,151.42,162.6,8.03,23.73,65.55
415.47,374.83,414.23,141.7,318.17,30.53,71.74,138.63
1443.69,312.88,103.53,162.05,265.76,49.82,0.0,137.01
1113.33,120.77,208.41,226.84,587.61,56.51,0.0,142.29
827.97,210.64,55.32,133.58,164.84,49.7,32.23,89.8
107.56,126.43,53.91,32.8,38.8,8.64,21.31,18.83
525.38,105.78,46.37,118.71,122.41,23.84,3.2,50.93
2576.25,1176.74,498.79,265.84,373.62,100.86,137.18,373.76
950.39,586.49,368.44,245.44,596.83,58.0,154.12,123.26
444.94,354.37,220.09,315.55,219.57,36.81,68.21,147.52
2033.9,1431.48,736.47,434.36,726.04,139.91,0.0,224.64
266.07,128.27,35.7,62.04,34.39,9.02,27.36,32.72
446.84,79.38,104.96,253.16,500.69,42.0,53.16,17.48
1401.26,310.03,151.36,418.3,202.6,62.19,88.61,75.48
526.47,168.23,128.06,29.29,100.33,27.83,57.61,67.83
830.95,588.41,273.21,62.22,267.12,34.89,21.68,60.34
640.63,85.2,61.06,227.87,295.14,27.35,52.69,20.2
322.39,150.27,42.69,42.28,58.25,20.79,19.04,36.87
243.8,174.93,208.67,429.85,157.82,31.48,0.0,146.3
64.55,99.03,84.06,70.0,161.88,24.18,0.0,73.19
941.21,140.94,118.62,390.01,467.47,18.82,114.24,34.91
3088.75,1397.57,232.11,732.4,1616.15,115.95,116.32,484.76
549.12,189.65,113.51,118.25,362.81,33.83,35.85,35.86
136.85,186.4,108.39,53.28,94.8,9.61,32.25,13.4
975.65,207.23,132.24,261.59,259.09,19.07,108.45,114.05
277.37,176.32,50.1,34.85,291.33,14.27,38.3,55.3
804.41,457.67,410.53,99.18,218.87,36.38,64.14,156.83
285.03,435.85,177.95,185.28,100.61,26.94,60.92,114.92
4495.23,1469.85,675.47,838.12,963.92,196.67,26.76,450.16
475.89,793.3,583.3,539.76,1635.38,74.33,168.53,499.53
534.61,184.65,78.51,92.87,221.0,27.68,0.0,26.85
1635.52,897.53,238.83,505.36,352.68,35.04,29.47,145.77
271.91,71.07,46.17,191.58,404.29,17.37,33.58,46.23
1084.85,609.37,122.11,119.82,267.64,20.95,51.01,113.68
303.03,365.21,99.3,53.36,258.01,49.7,19.1,96.44
2200.79,1020.57,585.24,471.82,381.14,47.77,0.0,285.64
2455.45,767.92,333.04,381.46,378.53,77.71,53.32,562.6
736.61,201.86,492.79,321.27,460.71,24.33,127.14,119.41
1485.16,558.28,390.87,271.2,275.1,31.86,202.26,119.59
738.7,504.8,304.95,232.96,467.41,85.98,22.79,183.85
1850.87,616.7,167.23,254.52,159.92,66.84,84.5,139.7
324.32,211.93,46.86,148.88,144.64,21.9,0.0,30.11
4421.48,2196.97,951.78,1030.17,1426.14,164.49,0.0,407.83
1815.89,1158.03,1610.41,439.37,1266.42,60.33,222.03,290.53
326.94,307.99,68.01,113.51,417.75,43.38,93.58,81.4
387.48,125.54,147.87,131.8,307.25,14.49,21.13,88.16
385.58,333.07,205.56,321.62,199.11,14.36,168.55,162.48
1305.27,794.81,138.36,286.75,499.29,39.29,188.91,300.0
936.24,471.23,136.38,328.97,105.6,20.94,5.29,155.2
235.64,136.46,60.95,61.91,41.6,5.45,6.67,88.69
629.87,501.69,86.87,225.44,679.41,52.51,38.91,102.45
917.41,821.3,461.8,405.77,220.93,75.79,138.22,120.84
2133.23,211.54,111.22,130.13,431.99,20.09,62.03,298.45
784.25,586.09,193.82,335.0,216.98,66.2,68.72,269.7
376.27,81.25,189.25,228.93,183.83,3.53,4.32,71.2
1973.53,559.33,275.0,703.43,804.98,20.45,226.01,315.69
647.38,510.67,66.61,244.09,338.97,19.25,0.0,51.59
758.58,289.83,100.52,46.25,111.13,29.39,52.21,71.2
1129.4,348.82,139.63,109.08,434.6,44.81,0.0,88.73
203.73,104.27,98.55,47.1,121.8,3.97,25.95,9.59
247.26,95.01,152.3,39.22,198.49,28.38,53.79,46.94
321.76,696.68,230.41,97.0,552.06,101.79,123.95,257.16
1483.86,155.08,109.92,107.13,196.02,32.02,39.98,183.87
3261.09,1532.02,514.94,931.99,663.98,167.94,167.6,135.28
433.02,429.03,180.8,184.51,193.63,8.82,6.92,124.76
1147.9,762.41,397.94,346.75,233.71,27.17,101.6,98.59
809.99,700.01,449.16,130.17,237.94,85.55,96.02,223.54
7315.26,3874.4,2183.4,1992.77,1699.01,282.19,411.06,497.9
1284.09,313.38,176.8,161.13,533.41,69.91,136.6,93.17
413.95,201.93,69.25,41.06,50.0,19.95,48.84,79.28
1680.72,443.67,86.87,425.07,475.57,48.96,77.66,73.26
877.82,2347.12,461.58,470.6,461.0,38.85,258.55,931.61
203.03,197.08,79.02,236.44,226.79,32.08,13.23,85.23
771.89,842.8,832.04,543.74,926.05,76.65,75.31,276.85
2924.41,1663.17,613.57,484.32,960.6,145.6,0.0,190.22
1749.79,943.38,153.13,932.27,414.47,122.39,35.5,394.77
982.16,476.11,161.66,234.57,410.04,4.66,0.0,45.65
437.0,200.78,85.82,201.81,113.51,34.17,46.33,28.08
908.81,555.09,195.98,173.53,528.9,1.35,0.0,80.44
1042.86,490.59,372.76,81.47,604.31,62.64,0.0,204.49
2127.54,646.0,645.97,155.66,1139.96,65.46,0.0,347.98
745.39,568.04,161.08,281.83,623.48,19.76,36.5,60.59
334.64,281.68,178.72,214.17,281.43,16.29,63.67,32.21
1004.58,693.59,204.33,56.39,445.63,103.37,133.5,63.31
1119.6,1007.61,450.25,275.07,775.53,97.32,0.0,436.74
1219.33,405.4,460.5,139.85,407.46,12.83,29.87,64.77
473.56,230.38,54.05,112.79,232.54,26.35,37.91,96.99
298.96,253.26,183.94,282.99,251.04,27.27,118.63,61.18
1611.74,495.53,267.28,662.91,504.73,110.23,0.0,208.55
128.79,90.25,52.83,60.34,41.34,17.06,17.94,51.64
190.15,26.38,28.19,25.18,101.98,3.1,0.0,15.78
2198.87,686.32,684.58,847.94,681.18,20.27,0.0,660.55
634.31,448.43,97.58,178.16,488.88,73.99,176.62,214.86
609.33,244.49,604.24,568.22,331.28,32.97,0.0,51.24
336.76,166.79,35.58,58.18,91.31,23.46,0.0,27.49
1485.7,397.2,189.41,327.05,420.96,75.04,91.56,210.52
935.5,564.63,281.53,251.59,377.92,82.08,49.03,139.39
290.35,174.91,52.6,58.32,46.61,11.86,17.29,26.83
2537.24,629.25,497.94,381.15,1406.32,35.07,218.23,199.23
617.5,158.93,64.14,256.01,353.41,42.12,69.66,133.01
230.44,95.04,165.39,294.8,230.98,3.55,2.57,95.75
546.1,491.6,117.82,271.4,225.45,34.72,29.88,113.68
88.21,43.25,22.13,17.33,78.86,9.17,0.9,27.62
591.11,560.92,375.08,107.24,279.26,35.8,0.0,307.05
781.35,225.83,178.08,301.09,108.23,12.41,133.49,65.09
857.72,177.7,77.36,290.16,199.63,34.49,0.0,125.96
2370.61,501.38,465.67,306.77,1544.61,139.9,0.0,306.76
269.76,123.62,24.47,39.79,111.97,8.96,0.0,13.23
592.93,294.93,139.62,73.94,159.39,13.9,0.0,54.72
117.56,146.98,20.47,117.77,61.24,21.76,12.74,22.1
571.68,343.13,212.37,221.18,300.07,41.52,41.69,180.91
730.27,615.78,69.38,358.36,425.35,45.6,87.02,106.85
1678.83,574.78,156.81,314.04,623.56,69.06,139.37,173.67
676.32,290.22,255.16,282.66,154.6,23.58,25.13,26.2
91.23,104.59,108.39,142.79,193.31,12.85,21.2,16.92
3656.69,752.59,1468.92,492.44,722.51,199.5,0.0,80.55
4212.69,2775.27,1248.47,1226.49,2547.01,145.32,0.0,944.23
959.89,398.75,265.35,91.67,767.59,23.15,0.0,110.56
148.99,79.85,113.4,50.22,108.46,18.66,59.15,57.42
1397.19,506.12,250.48,545.36,477.86,10.46,398.19,115.15
103.43,152.01,33.86,34.28,85.71,0.66,31.74,40.47
359.67,166.75,308.46,312.53,287.92,41.22,67.22,87.63
139.38,94.74,71.93,43.04,203.88,30.56,2.0,38.23
190.45,123.69,45.84,41.97,183.69,17.7,30.63,43.5
275.82,85.69,69.45,98.07,316.89,22.24,4.46,39.31
389.99,65.71,60.68,189.78,133.83,22.82,5.69,90.59
593.74,507.59,123.84,271.05,506.72,4.65,111.91,141.72
796.05,184.79,64.65,276.18,295.67,22.45,115.55,56.01
564.54,275.36,127.55,110.29,318.42,3.2,0.0,35.81
416.6,257.65,174.95,83.62,359.44,32.73,60.15,141.92
694.66,405.74,174.14,102.19,276.57,29.18,0.0,69.18
1191.09,771.89,546.94,174.36,316.42,120.24,50.59,100.91
435.08,617.28,149.16,244.7,113.72,34.19,74.49,123.82
761.37,557.05,142.62,695.26,420.36,70.64,134.28,151.38
408.96,659.25,156.47,317.37,330.58,69.49,0.0,138.01
448.27,589.86,300.23,89.31,224.98,8.0,78.09,177.1
673.25,1573.48,1146.24,718.47,1341.96,167.26,0.0,228.0
486.65,117.0,48.49,49.95,87.81,17.66,11.07,32.36
223.21,112.98,89.66,57.85,223.07,15.63,72.19,74.95
4174.91,694.17,848.68,301.51,1303.39,81.56,402.35,131.29
923.47,390.17,148.04,83.01,429.23,4.26,0.0,49.86
101.45,24.84,16.08,6.26,22.42,5.44,3.18,24.79
383.0,279.93,103.28,157.79,273.22,29.28,0.0,39.71
1063.31,645.74,383.55,127.76,198.36,49.57,132.63,223.24
128.1,49.29,39.39,27.61,74.31,2.41,0.0,18.42
863.76,921.73,239.63,637.07,837.4,9.83,164.55,202.21
237.86,286.56,72.48,181.92,291.07,19.83,26.21,76.58
1092.35,481.71,410.84,214.79,321.07,1.66,134.8,265.03
531.58,184.48,143.45,241.28,321.27,29.81,64.08,29.54
183.3,168.47,54.49,100.18,59.11,0.51,29.74,22.65
98.47,74.75,31.75,139.6,130.84,18.6,4.02,92.29
458.57,189.7,45.42,62.39,153.41,24.19,4.04,45.21
2398.51,544.79,134.56,677.2,1278.18,80.2,152.79,88.68
538.93,105.28,262.06,228.91,219.46,49.12,0.0,139.13
248.15,387.17,96.8,30.44,260.09,38.03,15.72,89.09
349.72,181.44,32.98,86.67,166.09,4.38,14.46,27.39
2271.8,1290.82,691.13,556.58,1113.72,93.41,0.0,608.1
2806.77,1345.12,787.4,654.39,322.27,123.93,0.0,199.13
605.23,879.95,628.86,334.42,602.9,81.58,228.76,213.51
1274.94,779.78,550.67,253.77,435.42,64.87,152.36,153.61
1068.31,211.98,163.32,130.84,167.55,21.95,99.64,114.23
272.77,77.39,119.05,129.75,30.66,18.81,14.65,34.83
187.23,469.17,86.56,154.15,377.53,24.62,83.43,69.22
167.99,386.54,81.85,32.97,74.21,4.86,0.0,35.62
133.05,103.09,24.9,54.11,140.51,11.96,3.06,32.5
2829.49,383.01,304.86,284.01,1467.34,89.02,95.08,269.24
459.79,96.35,71.69,136.29,89.91,23.12,40.03,9.76
1358.38,826.24,583.83,565.24,1241.82,67.65,151.11,306.42
1003.36,252.87,395.87,671.05,743.74,59.07,16.33,124.14
1235.35,147.56,370.15,118.24,915.95,13.67,98.86,107.5
1890.78,666.45,391.21,265.68,700.94,18.76,96.36,139.96
354.3,305.34,136.87,157.94,68.52,7.21,72.13,33.55
3469.57,1123.46,1152.66,1463.39,1832.96,16.5,379.23,548.69
419.69,366.69,245.24,159.89,432.05,42.13,39.13,66.28
634.54,787.8,144.42,377.53,129.22,57.15,0.0,90.16
600.53,379.61,100.99,92.93,268.5,8.8,37.7,14.9
98.72,296.35,86.2,55.35,145.02,14.25,25.08,52.22
321.27,152.97,195.11,223.54,333.22,68.49,80.57,59.97
697.74,145.24,102.83,155.93,580.52,22.26,142.95,153.34
238.36,54.11,26.4,163.05,334.04,15.98,3.38,90.09
72.77,43.64,53.21,36.01,147.86,11.15,0.0,12.75
433.76,131.14,78.93,39.82,171.84,3.13,21.37,43.02
1404.15,688.58,666.96,229.76,605.87,148.34,95.62,286.45
290.53,249.97,190.19,59.57,71.69,25.72,36.19,63.54
177.37,137.28,91.6,121.89,300.11,24.37,0.0,54.62
1345.73,1729.78,274.45,628.18,1718.46,18.45,136.65,217.71
359.62,41.67,125.89,81.22,147.79,17.26,23.76,58.65
583.23,194.39,53.44,39.53,157.36,6.11,16.83,57.85
464.3,196.23,64.91,162.55,201.78,4.36,0.0,21.53
2189.97,582.35,402.42,742.18,2408.22,122.54,48.99,506.56
3688.21,1629.24,1986.82,946.22,1988.73,123.42,114.8,196.29
1141.82,666.0,462.07,263.08,596.0,77.08,0.0,73.13
741.71,523.54,265.76,651.96,432.89,71.32,59.73,75.91
668.02,157.42,221.73,137.59,213.7,32.44,16.76,89.02
4581.41,828.24,926.48,565.93,2056.6,77.97,0.0,891.34
673.14,688.58,136.95,136.12,291.86,59.7,0.0,67.54
844.58,1270.52,274.75,314.35,844.44,118.3,70.09,173.85
571.63,233.42,297.22,351.37,265.48,38.99,0.0,112.82
336.17,365.95,51.18,68.3,434.1,18.25,82.44,60.98
784.71,1978.15,568.28,834.97,374.81,33.17,0.0,438.12
394.6,353.84,227.5,477.96,166.32,2.59,120.92,324.61
1067.18,866.02,203.01,328.54,1682.69,183.31,348.12,196.41
896.98,360.98,241.07,380.45,107.24,10.2,21.22,78.54
81.62,152.32,118.28,73.46,77.23,18.25,30.13,21.95
651.3,117.23,40.69,52.22,217.58,29.42,40.85,76.71
999.08,344.66,177.87,363.18,312.5,38.24,90.08,60.31
107.55,293.88,150.09,55.29,112.56,24.02,7.07,101.25
376.49,151.66,76.15,58.16,109.24,20.05,0.0,31.72
2064.17,962.62,447.71,269.6,818.56,60.36,32.79,316.71
226.95,383.26,125.37,74.64,248.58,13.78,44.98,128.58
1097.71,672.92,412.29,159.98,283.63,9.75,48.96,54.84
1226.82,791.41,265.27,400.69,462.94,49.04,61.75,245.23
237.3,257.22,46.19,169.77,97.26,7.25,55.8,80.09
2890.81,1814.09,219.35,467.59,1571.64,54.52,39.6,252.17
227.04,184.71,34.66,149.74,205.61,0.02,13.16,35.68
340.44,287.7,291.49,310.5,282.92,37.42,96.33,141.02
690.5,350.29,215.64,372.95,324.58,28.01,18.46,103.12
777.39,239.31,312.98,171.33,291.24,53.23,98.64,217.0
332.1,139.91,39.67,97.41,60.81,0.14,0.64,42.38
2075.17,689.41,324.65,146.8,616.34,38.41,21.94,306.13
1800.75,491.16,93.39,696.4,298.59,20.03,0.0,317.5
335.98,147.88,84.43,29.9,65.76,17.36,23.5,83.65
576.0,385.59,485.69,199.03,564.93,98.82,211.39,97.34
1001.7,144.6,223.71,251.97,444.0,3.48,41.51,137.45
91.88,87.11,23.08,57.68,40.92,11.17,37.87,20.28
319.75,172.3,129.43,107.13,182.93,12.89,31.53,25.44
837.87,877.45,122.6,447.62,574.5,43.12,32.0,126.08
251.81,284.5,49.2,139.43,298.82,57.55,147.55,184.05
462.31,135.25,80.33,59.31,213.57,9.83,53.35,91.99
346.09,232.57,165.15,160.73,150.63,3.09,6.58,46.21
148.93,305.26,66.1,271.57,181.59,17.2,3.25,50.24
668.42,348.27,90.53,125.01,78.42,19.56,5.08,53.18
442.2,232.93,26.71,117.25,206.78,14.67,0.0,38.83
188.22,30.84,62.23,71.06,69.06,3.69,0.0,40.18
1581.06,555.34,588.08,608.22,385.88,83.16,167.01,315.71
2313.61,1173.78,465.75,753.52,1285.3,42.74,221.03,431.02
322.17,124.49,33.3,35.81,149.17,1.22,10.95,41.86
1019.27,252.35,347.25,375.07,773.63,24.61,0.0,142.39
347.28,123.36,45.6,108.02,69.19,20.58,41.86,24.96
493.06,207.18,105.76,97.07,218.15,5.72,88.61,29.3
532.19,179.6,176.53,54.01,394.21,46.35,0.0,135.49
326.3,187.1,119.4,71.23,210.35,5.2,0.0,21.31
1584.37,1073.96,1503.25,387.03,999.71,318.02,0.0,538.15
133.75,127.11,204.99,217.75,53.46,27.48,32.72,40.58
88.61,81.54,95.02,49.77,133.29,22.87,0.0,51.53
412.32,334.19,80.53,88.01,175.25,20.75,35.86,91.86
1850.25,709.0,96.22,194.92,751.3,72.37,0.0,136.03
177.79,117.78,76.75,54.51,69.4,1.4,20.87,16.44
210.74,189.8,182.6,121.36,194.08,14.8,21.7,62.31
3271.65,561.45,603.54,308.34,1833.95,10.79,32.54,228.42
450.68,243.66,239.8,292.89,581.78,61.01,0.0,190.18
246.77,677.6,255.75,266.58,314.16,12.51,42.09,77.17
4485.68,2703.97,710.46,1029.86,2137.72,106.72,104.74,540.78
819.82,302.28,81.85,114.58,456.99,14.21,65.68,124.02
648.92,256.04,32.91,83.62,246.93,28.71,0.04,44.01
296.88,390.31,66.79,141.03,239.35,10.27,67.94,170.01
163.9,39.0,74.47,73.44,52.14,12.29,6.32,36.63
669.05,324.56,877.11,226.0,700.67,185.35,217.62,171.95
1649.12,919.73,92.23,156.28,212.15,7.38,119.16,187.32
2007.54,1099.03,117.06,257.98,294.01,8.43,0.0,249.6
3331.54,1030.32,320.59,417.37,561.29,55.32,182.38,157.49
316.28,236.75,163.83,59.03,377.98,24.52,0.0,33.39
276.55,211.58,122.36,123.35,121.2,14.1,9.51,14.17
212.9,585.21,366.98,124.86,79.44,11.56,58.74,196.98
231.03,228.85,25.5,65.43,75.06,7.75,10.51,75.86
505.65,772.7,247.97,95.19,260.74,14.02,17.95,89.42
1124.53,727.95,690.66,215.36,414.09,16.1,29.04,215.77
423.47,473.43,232.56,251.55,327.59,35.97,42.47,33.61
958.33,624.91,78.21,38.74,545.42,64.14,10.6,24.98
435.25,273.39,176.04,175.99,272.2,15.18,0.0,85.2
893.07,957.69,376.76,512.06,587.62,57.26,28.33,411.66
115.66,258.49,140.73,54.32,119.14,7.31,46.31,97.36
141.93,94.12,6.85,37.42,68.58,4.8,4.27,4.44
626.75,848.96,267.4,415.6,852.23,84.78,52.49,88.2
1322.61,878.45,601.74,643.82,943.65,95.36,137.14,367.65
303.69,815.76,206.1,221.3,636.87,79.34,107.54,266.33
486.02,160.33,148.0,74.39,225.1,14.15,0.0,16.56
424.07,200.28,81.94,110.25,101.5,10.48,14.14,34.37
844.61,188.25,292.4,201.69,566.59,87.39,43.38,85.82
938.84,137.13,418.13,250.83,572.53,31.28,151.67,72.55
779.13,307.07,315.96,196.43,353.38,24.9,6.61,82.7
2805.8,1831.92,560.51,1197.32,1375.62,205.84,135.64,857.52
323.4,79.31,120.81,37.5,249.83,4.15,17.72,18.95
1845.43,1138.96,810.29,380.71,1774.1,53.53,369.59,966.33
298.78,136.43,343.92,234.46,233.52,22.07,80.06,59.82
45.78,122.23,76.77,14.57,57.57,14.99,9.54,19.43
900.66,378.88,54.21,154.09,230.89,50.31,53.11,142.33
1404.26,1134.86,131.57,698.2,167.95,12.76,170.9,426.13
778.79,483.07,89.49,285.42,82.75,37.61,28.85,143.18
178.25,193.71,87.01,48.49,57.63,9.94,18.65,52.59
237.61,323.75,105.1,78.38,365.68,14.59,12.33,115.31
97.54,178.22,106.81,84.07,136.23,5.92,0.0,38.48
1201.05,624.42,286.02,155.63,630.58,27.11,39.12,156.27
1171.97,1086.38,85.09,548.27,197.57,91.91,187.03,64.2
125.98,74.81,74.42,50.66,112.34,4.19,0.0,89.58
286.5,197.91,30.11,59.9,195.75,23.4,10.74,118.71
1643.78,430.39,481.12,65.06,516.48,49.4,108.37,172.04
308.38,85.42,174.52,44.58,330.74,19.35,0.0,66.94
355.27,221.58,95.55,146.4,70.09,3.8,44.46,25.74
140.29,79.5,70.35,26.63,145.21,8.01,4.82,33.82
1218.71,208.5,362.02,138.68,681.38,1.86,31.69,37.22
1281.33,711.29,205.48,152.23,600.56,6.94,40.89,241.23
501.35,340.67,137.65,82.39,234.07,24.14,39.04,90.21
856.29,319.13,237.62,123.17,283.33,65.22,37.6,136.51
3229.0,1209.12,138.09,709.23,1510.67,112.79,153.86,273.19
444.18,167.83,51.44,201.19,132.51,2.15,41.49,11.38
143.74,93.03,29.57,61.67,72.09,7.51,7.87,19.03
844.38,312.05,520.14,231.05,558.83,32.53,68.54,58.26
998.95,276.05,104.45,335.37,194.17,49.68,39.12,71.99
580.5,92.55,51.95,62.97,111.73,12.23,0.0,69.78
1075.71,348.16,407.3,335.63,855.74,84.61,127.11,128.78
2523.37,526.76,332.64,152.69,347.25,117.45,194.76,197.58
177.64,39.81,37.44,28.46,63.81,6.15,9.51,11.17
204.38,137.22,103.9,44.76,154.12,19.44,52.1,34.89
8137.38,1593.12,675.22,605.12,3637.94,410.34,545.79,380.66
1196.02,205.16,354.63,108.03,212.23,35.36,131.86,137.27
486.36,643.61,579.28,244.05,1130.8,63.46,62.5,88.51
1718.0,977.79,158.83,1077.15,1281.99,31.19,164.15,274.62
755.25,180.51,178.55,193.18,136.55,4.69,0.98,173.81
410.88,1100.24,202.42,342.71,965.9,38.12,0.0,38.43
1612.85,435.25,190.65,481.91,916.4,88.11,14.8,209.94
700.53,223.3,270.94,430.33,518.38,86.96,62.0,125.7
213.72,166.49,67.04,268.3,86.06,9.01,28.57,53.8
612.67,253.32,119.04,91.69,597.27,36.46,22.7,98.63
415.22,75.77,194.94,98.79,169.55,19.51,20.57,14.08
421.95,437.34,116.33,127.24,375.76,54.89,36.01,81.49
96.28,136.71,60.75,28.04,44.39,3.93,17.21,22.74
463.05,94.01,65.71,184.13,142.52,9.25,45.64,17.81
226.08,180.05,147.7,74.69,289.1,16.49,0.0,129.39
