Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income
21104.88,30,0,Retired,Tier_2,4220.98,2728.84,828.91,2749.25,1377.79,791.9,599.62,914.49,879.06,0.0,234.23,6.51,1373.65,5779.82
35204.82,60,3,Professional,Tier_3,5280.72,0.0,1496.2,4911.39,2312.54,1147.84,1739.06,2529.13,1746.48,3113.9,478.53,7.79,2742.12,10449.02
64529.68,38,3,Student,Tier_3,9679.45,11906.1,2931.87,8029.77,3956.61,2443.87,1801.14,2965.93,2613.29,4654.79,979.66,13.27,8563.66,12567.19
11264.74,18,4,Student,Tier_2,2252.95,776.06,239.38,1536.96,820.46,464.43,500.51,626.52,420.14,985.49,244.98,8.92,1005.27,2396.85
23954.65,21,3,Retired,Tier_2,4790.93,4064.25,841.64,3082.99,1316.15,938.07,807.9,1032.72,944.95,1633.62,590.81,9.41,2253.16,3910.63
27285.9,20,2,Professional,Tier_2,5457.18,0.0,1280.39,4090.52,2158.04,1323.99,1083.41,1101.37,929.69,1921.98,645.13,6.37,1738.72,7294.21
19881.35,40,0,Professional,Tier_2,3976.27,0.0,572.62,2067.16,1529.5,732.64,776.73,1551.4,670.55,0.0,328.07,7.11,1413.04,7676.4
61624.59,33,1,Retired,Tier_2,12324.92,10209.71,1369.95,6876.29,4427.99,2060.31,1692.47,2970.21,2754.12,3428.6,1065.8,12.1,7458.13,12444.21
16859.03,62,0,Professional,Tier_3,2528.86,2565.46,525.09,2167.58,952.05,504.8,648.25,729.67,550.95,0.0,459.7,5.99,1009.17,5226.63
19237.8,30,4,Student,Tier_3,2885.67,0.0,797.66,2416.1,1306.44,491.58,898.39,840.27,768.18,982.35,343.48,6.83,1313.08,7507.68
17000.83,56,4,Student,Tier_3,2550.12,0.0,838.22,1779.58,1150.41,669.96,426.7,1202.54,744.92,1262.35,394.4,5.9,1002.96,5981.62
71868.76,48,4,Retired,Tier_1,21560.63,0.0,2651.9,9156.35,4350.59,2625.33,2066.89,4627.3,3297.47,3672.68,1250.55,10.81,7769.24,16609.06
20231.53,41,1,Professional,Tier_1,6069.46,1763.77,969.6,2133.57,1288.17,771.71,697.64,1335.43,712.87,1331.03,591.15,5.6,1132.57,2567.14
43346.84,64,4,Self_Employed,Tier_1,13004.05,0.0,2083.24,5832.44,2381.39,2063.96,1767.09,3182.85,2104.91,3643.19,859.85,13.66,5922.04,6423.86
145730.86,32,4,Retired,Tier_3,21859.63,0.0,6477.49,19325.48,8471.1,6740.77,4338.27,7521.94,6472.19,11574.88,3197.46,22.02,32089.9,49751.64
28257.04,22,4,Student,Tier_1,8477.11,1631.05,942.34,2919.66,1640.36,846.32,827.99,2216.92,1277.99,1994.01,612.03,6.25,1767.25,4871.26
73028.22,39,1,Retired,Tier_1,21908.47,0.0,3060.68,9006.52,4015.9,1697.02,3180.33,2934.33,2411.48,4675.85,1964.27,11.61,8480.74,18173.37
114237.62,39,4,Retired,Tier_3,17135.64,0.0,5434.6,15485.79,6598.53,3614.97,5210.34,8354.2,4724.98,10780.13,1409.57,19.63,22421.76,35488.87
68234.52,28,2,Student,Tier_1,20470.36,0.0,3107.47,9555.18,4746.1,2566.65,2079.79,4597.31,2369.47,3946.24,1998.5,12.92,8812.66,12797.46
29599.47,41,0,Self_Employed,Tier_1,8879.84,0.0,1092.77,3013.85,2186.06,837.22,789.55,2004.97,1043.84,0.0,430.98,9.85,2917.01,9320.39
50143.23,62,4,Retired,Tier_3,7521.49,8394.2,2330.31,6186.08,3970.26,1452.92,2231.62,2332.78,2118.46,2983.02,793.28,12.01,6019.76,9828.83
10711.25,27,4,Self_Employed,Tier_2,2142.25,0.0,484.32,1600.06,615.81,468.34,430.34,636.4,441.21,997.66,230.33,8.32,891.49,2664.52
16073.35,64,0,Self_Employed,Tier_3,2411.0,0.0,383.69,1915.75,810.61,674.95,518.21,1223.36,729.06,0.0,198.84,7.37,1185.05,7207.89
18494.2,51,4,Student,Tier_2,3698.84,2478.15,526.46,2343.33,1200.66,755.68,878.63,1432.01,585.66,978.6,428.87,6.7,1239.36,3187.3
180131.49,28,4,Retired,Tier_2,36026.3,0.0,8147.35,20708.02,14175.55,6078.05,8620.31,10850.5,6836.59,9894.08,4021.96,16.12,29031.22,54772.78
15660.31,60,2,Retired,Tier_1,4698.09,0.0,672.59,1609.15,1077.22,522.3,660.54,1035.37,754.84,1096.45,305.1,6.45,1009.97,3228.66
15474.85,46,3,Self_Employed,Tier_3,2321.23,2231.1,487.54,2246.63,1226.1,315.95,743.92,999.11,497.88,1013.21,345.54,5.96,922.16,3046.63
13014.45,39,1,Retired,Tier_2,2602.89,2314.49,466.34,1712.33,926.88,451.16,398.39,913.38,541.25,905.09,142.02,7.02,913.55,1640.25
46948.29,50,1,Self_Employed,Tier_1,14084.49,3277.57,2327.13,5922.83,3087.65,969.4,2093.86,3556.4,1726.17,2989.19,1263.48,10.9,5116.62,5650.11
33625.83,25,0,Student,Tier_2,6725.17,0.0,1059.38,4726.08,1904.12,1229.95,1234.02,2216.21,1113.65,0.0,791.8,9.84,3308.5,12625.44
71564.89,49,2,Student,Tier_1,21469.47,0.0,1908.12,7682.73,3864.56,1452.0,1740.06,3044.08,3058.42,3638.29,1752.81,14.24,10191.36,21954.35
51326.39,57,1,Student,Tier_2,10265.28,4154.44,2071.37,7362.76,3819.49,1907.87,1733.29,2522.89,2216.47,3335.21,670.73,10.71,5497.53,11266.62
9943.17,62,0,Self_Employed,Tier_1,2982.95,0.0,251.04,1297.32,605.19,258.82,204.91,631.42,447.14,0.0,168.84,6.53,648.86,3095.52
15726.94,40,0,Retired,Tier_3,2359.04,1779.34,361.7,2129.78,927.49,737.25,682.64,1149.37,612.31,0.0,280.25,8.76,1377.32,4707.78
89430.37,22,0,Retired,Tier_2,17886.07,0.0,4147.4,11718.39,5919.44,3667.29,3430.01,7071.04,4340.38,0.0,2018.77,11.61,10380.96,29231.57
25496.95,48,1,Professional,Tier_3,3824.54,0.0,1182.42,3598.95,1990.25,870.54,563.85,1343.66,872.72,1834.8,307.62,8.78,2238.57,9107.61
77576.99,46,3,Professional,Tier_2,15515.4,7997.5,3340.03,10832.55,4607.66,2869.32,2751.61,5249.98,2865.83,5997.73,1882.43,12.76,9900.51,13666.96
26614.41,23,0,Student,Tier_2,5322.88,5123.0,546.2,3422.43,1337.03,897.51,651.05,1830.92,1132.7,0.0,477.47,6.16,1639.38,5873.22
13833.21,42,4,Retired,Tier_2,2766.64,0.0,362.64,1964.34,1041.11,418.05,479.45,761.15,429.57,1163.95,192.35,6.3,871.38,4253.96
23537.36,42,3,Self_Employed,Tier_2,4707.47,2300.08,1030.22,3278.08,1787.51,566.84,1159.87,1265.61,1109.12,2035.17,451.58,7.84,1845.59,3845.82
13828.86,48,3,Self_Employed,Tier_1,4148.66,0.0,611.35,1730.97,723.74,596.56,458.62,904.59,524.71,1358.44,142.02,7.62,1054.31,2629.21
19082.18,31,4,Self_Employed,Tier_2,3816.44,3528.39,659.24,1998.16,1314.64,626.19,486.55,1060.44,914.87,1387.98,218.17,9.39,1792.54,3071.12
35231.41,34,1,Retired,Tier_2,7046.28,0.0,1590.43,5050.79,2180.63,1594.56,768.17,2809.36,1211.38,2131.54,739.55,5.27,1855.02,10108.71
45172.18,33,1,Retired,Tier_2,9034.44,0.0,2061.27,5365.05,3408.57,1901.87,963.91,2846.82,2193.22,3789.36,608.4,13.23,5975.86,12999.27
8406.83,45,2,Student,Tier_1,2522.05,1091.31,373.55,1185.07,570.31,263.51,202.14,425.81,378.09,456.15,165.78,5.56,467.1,773.07
29586.05,26,1,Professional,Tier_1,8875.82,1906.07,1263.79,4101.08,1608.38,1210.14,664.33,1675.4,1233.29,2136.4,515.22,6.72,1989.6,4396.14
18763.34,19,2,Retired,Tier_2,3752.67,0.0,838.82,1956.11,1245.57,761.06,378.71,1388.58,628.77,1813.2,471.14,5.44,1021.14,5528.72
17858.25,21,0,Self_Employed,Tier_1,5357.47,0.0,419.49,2028.96,989.67,635.74,535.1,1013.57,648.78,0.0,519.27,6.57,1173.78,5710.2
33359.58,37,1,Retired,Tier_1,10007.87,0.0,1187.17,4716.27,1984.15,1383.6,976.72,1617.09,1203.2,3212.44,770.83,7.19,2398.02,6300.24
19314.11,58,1,Professional,Tier_1,5794.23,0.0,640.33,2493.98,1295.99,563.46,878.8,839.23,700.77,1103.43,535.69,6.09,1176.02,4468.19
90641.1,53,4,Professional,Tier_1,27192.33,0.0,1964.92,10526.33,5536.63,2904.75,2110.43,4336.74,2787.66,7606.97,2495.84,13.4,12149.61,23178.5
77606.17,54,0,Self_Employed,Tier_1,23281.85,11713.21,3856.88,8374.9,5193.86,1639.5,3233.78,5360.76,2870.34,0.0,1110.31,12.04,9341.31,10970.79
77220.12,23,2,Student,Tier_3,11583.02,0.0,2780.69,9393.75,5218.4,1992.71,3494.69,3773.58,2947.75,6951.24,1785.66,12.24,9454.77,27298.64
20191.65,18,0,Professional,Tier_2,4038.33,0.0,908.48,2653.29,1562.2,851.1,507.19,1444.59,823.69,0.0,452.07,9.47,1911.31,6950.71
13890.4,62,3,Professional,Tier_2,2778.08,2251.89,456.61,1633.79,787.94,602.92,321.41,598.55,495.51,1334.88,205.53,5.73,796.45,2423.29
32034.75,20,4,Professional,Tier_3,4805.21,0.0,947.15,4166.67,2260.31,1436.09,787.2,1717.89,1571.15,2555.99,471.59,5.78,1851.74,11315.5
26600.2,54,3,Professional,Tier_3,3990.03,0.0,944.27,3740.75,1786.42,1313.59,549.6,1193.6,1118.99,2177.98,556.69,7.99,2125.13,9228.29
18432.93,62,2,Professional,Tier_2,3686.59,1372.93,448.9,2092.77,1089.29,878.2,492.11,773.89,762.02,936.57,373.18,5.53,1018.46,5526.48
11711.95,59,1,Retired,Tier_3,1756.79,0.0,299.59,1223.64,780.17,392.11,389.8,730.56,574.63,660.37,328.54,9.25,1082.93,4575.75
29019.93,20,1,Self_Employed,Tier_2,5803.99,3277.35,631.26,3162.77,1653.18,1411.55,581.67,1449.24,1348.69,1643.42,830.23,7.33,2126.29,7226.56
21713.67,60,1,Retired,Tier_2,4342.73,0.0,993.43,2428.96,1388.57,813.3,909.56,1485.42,1021.31,1610.4,410.4,8.19,1777.42,6309.59
52032.84,50,2,Student,Tier_3,7804.93,0.0,1889.0,5540.34,3895.88,1214.97,1051.39,3900.36,2550.34,4895.64,1062.58,13.95,7256.22,18227.42
51074.34,32,3,Professional,Tier_1,15322.3,0.0,2532.74,6144.25,2730.11,2233.98,2104.2,3132.52,2282.67,3205.11,1013.69,14.55,7431.41,10372.77
72373.28,21,2,Student,Tier_2,14474.66,5228.17,3243.97,8419.13,3698.7,2651.05,2296.13,4155.54,2890.63,5297.83,1306.87,10.83,7836.33,18710.6
10954.62,32,2,Student,Tier_2,2190.92,838.67,400.91,1305.62,562.54,346.81,277.63,562.14,499.52,911.53,206.11,6.66,729.64,2852.22
41348.83,24,3,Self_Employed,Tier_2,8269.77,0.0,1483.73,4879.51,2637.06,1764.41,1789.9,2237.79,1647.52,3709.6,1106.08,12.57,5198.18,11823.46
16763.85,64,1,Retired,Tier_1,5029.16,2567.04,588.12,1884.91,1231.92,625.01,714.95,879.74,688.49,1499.9,410.22,5.92,644.41,644.41
11300.72,21,4,Student,Tier_3,1695.11,1404.48,245.12,1492.1,587.04,508.17,325.56,609.23,362.18,630.17,287.01,6.32,713.8,3154.54
21291.66,20,2,Student,Tier_1,6387.5,1166.55,460.25,2386.66,1132.1,848.22,729.16,1590.58,717.09,2079.2,458.38,6.58,1400.74,3335.98
70538.69,40,2,Student,Tier_2,14107.74,13416.2,2446.64,10338.45,3891.83,2985.35,2754.67,5543.75,2947.14,6169.09,1478.22,13.2,4459.63,4459.63
22272.28,31,3,Student,Tier_3,3340.84,0.0,1046.54,2582.12,1407.16,704.7,777.09,1635.72,891.28,2157.6,424.61,9.14,2035.61,7304.61
104958.09,23,4,Professional,Tier_1,31487.43,0.0,4144.87,15498.09,7977.73,4661.67,3497.22,6488.79,4535.36,5637.2,1602.09,22.22,19427.64,19427.64
46539.44,50,2,Self_Employed,Tier_3,6980.92,0.0,1672.78,5095.88,2753.47,1040.34,1363.89,3413.91,1504.62,2620.44,714.41,11.3,5258.36,19378.8
21887.7,26,0,Self_Employed,Tier_2,4377.54,0.0,841.72,2283.04,1455.67,947.17,954.2,1465.35,805.09,0.0,564.24,8.91,1949.37,8193.69
75886.3,29,4,Self_Employed,Tier_3,11382.94,11655.49,2231.2,8755.91,3954.81,3643.53,1926.4,4774.71,2392.12,7273.33,1844.43,12.94,9816.54,16051.41
42841.82,52,2,Student,Tier_3,6426.27,2482.37,1306.0,4974.42,2423.45,1190.07,1691.14,3165.66,1453.85,3034.49,1181.12,12.81,5488.76,13512.99
14227.12,48,4,Student,Tier_2,2845.42,0.0,600.5,1997.86,744.61,647.63,465.62,1015.51,427.96,1171.51,347.78,7.01,996.7,3962.73
132719.71,20,0,Professional,Tier_3,19907.96,0.0,3485.45,18402.13,7152.71,4565.58,6021.54,8657.87,5261.62,0.0,2120.25,21.71,28819.82,57144.61
36921.0,63,0,Student,Tier_2,7384.2,0.0,927.92,4034.85,2157.82,1830.7,1671.5,2377.68,1600.14,0.0,536.63,5.17,1910.58,14399.56
30454.52,53,4,Retired,Tier_2,6090.9,4813.11,1083.19,4450.37,1612.12,1437.01,1239.52,1844.59,1298.15,2660.03,478.88,8.65,2634.99,3446.64
15131.39,30,1,Retired,Tier_2,3026.28,2657.76,639.09,1781.09,888.48,687.75,659.5,844.76,675.08,976.35,202.13,6.9,1044.65,2093.1
77078.78,30,4,Student,Tier_1,23123.63,0.0,2250.47,11512.78,4119.08,2873.0,3062.68,5283.69,3488.91,3857.2,1689.26,12.03,9271.68,15818.09
45377.56,51,3,Retired,Tier_3,6806.63,0.0,1472.67,6727.72,3056.79,2259.0,983.95,2241.89,1684.72,4481.67,785.2,14.12,6407.35,14877.33
49629.62,38,1,Retired,Tier_1,14888.89,0.0,1810.82,5640.19,2491.62,1169.22,1854.15,3017.7,1999.22,4844.78,1316.41,13.03,6467.33,10596.63
19988.8,51,0,Self_Employed,Tier_1,5996.64,0.0,932.41,2449.69,1421.94,570.11,615.89,965.9,676.65,0.0,226.92,7.6,1519.59,6132.64
58467.9,59,1,Student,Tier_2,11693.58,6480.62,2267.12,8316.77,3382.46,2696.61,2041.54,4221.61,2853.07,5416.29,1117.26,13.29,7773.03,7980.96
62218.24,60,0,Self_Employed,Tier_2,12443.65,0.0,2838.9,7161.01,4236.65,1824.64,1326.88,4700.9,2547.36,0.0,1761.69,13.38,8323.33,23376.56
17569.68,45,0,Retired,Tier_2,3513.94,0.0,555.17,2151.44,1129.43,704.87,796.98,1061.23,868.06,0.0,296.74,9.59,1685.36,6491.84
9656.25,64,0,Self_Employed,Tier_2,1931.25,0.0,363.37,1058.62,521.12,445.84,457.15,540.43,459.61,0.0,138.3,5.69,549.58,3740.56
47765.13,52,3,Retired,Tier_2,9553.03,0.0,1887.74,5963.61,3805.16,2088.72,2176.76,1994.05,2168.48,3092.75,972.48,14.35,6854.02,14062.34
8520.88,31,3,Self_Employed,Tier_1,2556.26,1390.36,404.14,968.66,557.47,365.23,320.16,448.15,399.44,471.77,118.86,6.82,520.39,520.39
33879.5,35,2,Student,Tier_3,5081.92,0.0,1497.69,3580.73,2403.48,1546.48,1516.12,1789.37,1350.87,2664.35,805.26,7.74,2621.8,11643.22
20976.47,36,3,Retired,Tier_2,4195.29,1960.93,511.55,2822.72,1608.14,553.35,727.57,1114.85,663.51,1230.67,600.26,7.99,1675.33,4987.62
79529.62,36,0,Student,Tier_1,23858.89,5423.4,3194.71,9375.18,4491.99,1610.94,3491.37,4507.56,3558.11,0.0,1817.82,13.12,10435.24,18199.67
21909.54,50,4,Professional,Tier_1,6572.86,0.0,472.45,2773.53,1300.96,967.99,754.1,1172.49,1053.0,1564.41,238.92,7.55,1654.48,5038.83
72749.04,52,1,Retired,Tier_2,14549.81,14228.95,3623.27,9290.32,3752.62,3018.41,3338.89,3422.86,3446.01,5224.04,1273.72,10.33,7516.26,7580.15
19882.3,37,4,Self_Employed,Tier_2,3976.46,1007.14,641.6,2575.33,1160.29,925.53,588.03,1512.24,878.49,1296.92,252.92,5.29,1051.34,5067.36
66765.75,46,0,Professional,Tier_3,10014.86,8580.9,2673.85,9249.09,4766.21,1905.67,3249.57,4343.75,2074.17,0.0,1441.84,14.15,9448.44,18465.82
155939.89,25,4,Student,Tier_1,46781.97,0.0,3996.83,21189.59,11601.82,7690.73,3333.69,8134.06,5529.9,14071.67,1585.26,17.47,27241.6,32024.38
12765.67,42,1,Student,Tier_3,1914.85,0.0,554.73,1761.25,696.16,299.26,464.46,944.41,594.17,1066.42,250.52,6.13,782.15,4219.43
37895.26,34,2,Student,Tier_2,7579.05,0.0,1548.18,5328.06,2519.99,945.2,1357.64,1873.01,1295.87,2241.76,639.81,6.96,2639.16,12566.69
270486.8,18,2,Professional,Tier_2,54097.36,0.0,8251.23,32392.6,14048.16,9586.56,10516.17,12272.06,8308.62,13921.9,4600.44,21.08,57017.93,102491.71
31641.46,55,3,Retired,Tier_3,4746.22,2047.98,974.53,4419.75,2247.96,1316.8,1124.22,1392.85,993.26,1759.69,685.12,5.19,1642.8,9933.07
31520.18,47,4,Retired,Tier_3,4728.03,0.0,1274.51,3717.55,1610.35,1081.17,1228.74,1983.76,1543.18,1829.36,466.75,6.17,1944.99,12056.79
56373.35,45,3,Student,Tier_2,11274.67,0.0,1750.17,6810.32,4215.17,2078.65,2717.12,2377.22,1735.06,3490.24,1483.34,13.69,7718.63,18441.38
31002.32,50,3,Student,Tier_1,9300.7,4323.91,1503.35,4498.98,1792.89,845.99,882.71,2064.59,1248.14,2850.73,576.56,6.25,1113.77,1113.77
7655.44,30,4,Student,Tier_1,2296.63,388.03,227.69,1024.06,584.64,215.49,319.59,444.7,355.32,728.83,147.78,5.23,400.37,922.68
74219.53,41,4,Professional,Tier_2,14843.91,4406.01,2078.78,8348.26,4387.89,3319.13,2753.72,4553.15,3126.54,3821.98,1911.02,12.8,9500.7,20669.15
6042.63,61,1,Professional,Tier_1,1812.79,0.0,258.78,805.35,349.59,169.42,231.65,334.53,246.0,490.71,88.39,9.45,571.11,1255.41
21493.79,54,4,Student,Tier_2,4298.76,0.0,497.12,2314.31,1229.64,724.0,728.5,1302.81,700.25,1627.5,245.09,5.8,1247.65,7825.81
78817.73,39,4,Self_Employed,Tier_2,15763.55,0.0,2907.27,8908.45,4872.22,3812.62,2463.57,3309.71,3141.63,3976.71,2026.09,13.01,10251.26,27635.91
22555.15,30,3,Retired,Tier_2,4511.03,0.0,872.96,2318.88,1535.59,601.72,718.77,1213.06,971.08,2134.77,350.85,8.86,1998.14,7326.44
17222.91,57,2,Professional,Tier_2,3444.58,0.0,503.59,2308.29,1039.32,639.76,545.15,1211.85,551.53,1299.62,310.29,7.91,1363.16,5368.92
60619.01,29,0,Retired,Tier_2,12123.8,9444.99,2941.88,8935.68,3160.65,2664.32,2850.61,2769.51,2272.11,0.0,1576.97,10.66,6463.14,11878.5
15184.96,58,2,Professional,Tier_1,4555.49,0.0,493.24,2227.03,974.45,538.73,737.29,610.85,480.86,1352.6,418.26,9.53,1446.66,2796.17
11284.35,63,4,Self_Employed,Tier_2,2256.87,1934.62,320.5,1584.28,670.48,493.43,505.64,551.27,393.52,614.73,185.94,8.01,903.94,1773.07
37367.77,24,0,Professional,Tier_2,7473.55,0.0,1514.56,4036.08,2443.03,1427.83,919.66,1506.66,1413.39,0.0,1085.9,5.37,2006.05,15547.09
25915.95,53,4,Retired,Tier_1,7774.79,0.0,1079.06,3685.27,1552.09,709.72,743.72,1605.61,946.92,2000.41,515.03,5.19,1344.21,5303.34
11092.39,46,1,Self_Employed,Tier_1,3327.72,0.0,363.92,1110.85,679.18,365.58,297.33,471.2,387.76,930.48,304.46,8.74,969.39,2853.91
49936.86,46,4,Self_Employed,Tier_1,14981.06,0.0,1270.4,7281.69,3252.15,2278.8,2122.73,2680.54,2111.27,4972.98,1463.87,14.56,7271.57,7521.37
43501.15,43,0,Self_Employed,Tier_2,8700.23,0.0,1694.57,5881.3,2374.94,1508.86,881.81,2054.59,1566.87,0.0,611.49,12.02,5228.64,18226.5
22497.26,44,1,Self_Employed,Tier_2,4499.45,0.0,617.82,2446.6,1240.77,945.38,799.03,1404.26,876.04,1628.25,602.11,5.54,1247.44,7437.55
23763.05,41,0,Retired,Tier_1,7128.91,4018.82,633.91,3046.68,1298.85,1052.38,947.91,1168.91,830.86,0.0,427.91,8.5,2019.4,3207.9
43707.14,48,1,Self_Employed,Tier_2,8741.43,3325.54,1631.89,5740.86,2622.97,1626.5,1205.75,3408.62,1552.93,2424.33,1020.41,12.37,5407.17,10405.92
77749.06,24,3,Retired,Tier_2,15549.81,0.0,3854.84,8817.3,4347.12,2873.8,3565.33,5205.75,3574.61,7378.91,1909.21,11.17,8682.62,20672.4
23925.93,34,0,Professional,Tier_2,4785.19,1215.23,975.7,3410.83,1645.89,509.54,574.63,1488.45,997.99,0.0,369.1,6.75,1613.99,7953.37
50650.45,50,3,Retired,Tier_3,7597.57,8224.59,2244.16,6363.63,2552.83,1819.19,1761.47,3516.72,1777.91,3899.23,648.42,14.62,7405.96,10244.76
47151.11,51,3,Student,Tier_2,9430.22,3654.29,1951.68,6045.75,2668.2,1311.51,1498.93,2046.55,2340.15,4497.94,1015.48,11.55,5444.92,10690.41
60621.11,35,4,Self_Employed,Tier_2,12124.22,0.0,1889.84,8747.97,4490.36,1713.05,2074.7,3512.63,2748.93,5249.87,1797.97,10.71,6493.31,16271.57
30958.41,58,2,Retired,Tier_2,6191.68,0.0,1461.38,4109.2,2170.88,673.15,1253.83,1369.59,1491.38,2575.2,421.24,8.59,2658.93,9240.89
14459.29,22,1,Professional,Tier_3,2168.89,0.0,639.96,1872.47,1131.58,382.76,444.62,1122.67,571.46,1350.24,195.97,9.99,1445.06,4578.68
20722.04,18,0,Student,Tier_2,4144.41,0.0,843.98,2202.7,1181.9,849.42,787.84,918.35,929.19,0.0,296.51,7.22,1495.96,8567.76
39467.6,24,3,Student,Tier_1,11840.28,3860.95,1430.32,5015.68,2185.33,1838.69,906.86,2767.39,1586.33,3616.94,744.34,7.16,2825.59,3674.49
128505.14,51,4,Professional,Tier_3,19275.77,0.0,3964.72,18722.75,7441.17,4238.14,3067.5,5173.21,4513.89,8087.2,2693.52,15.45,19855.14,51327.26
20368.34,20,0,Student,Tier_2,4073.67,0.0,682.09,2654.52,1232.62,665.1,458.19,1133.44,630.25,0.0,425.2,8.61,1754.18,8413.26
57112.75,53,4,Student,Tier_2,11422.55,0.0,1674.26,6524.07,2885.44,2469.88,1975.93,4238.91,2130.59,3414.11,1301.73,12.27,7008.96,19075.28
23075.06,52,0,Retired,Tier_2,4615.01,2104.59,1098.47,3263.83,1310.37,504.52,1133.51,1386.97,878.87,0.0,325.55,6.1,1408.08,6453.37
32771.93,29,4,Self_Employed,Tier_1,9831.58,0.0,978.56,3988.9,1662.6,1565.36,784.13,2533.51,1592.37,3138.61,523.41,6.93,2272.48,6172.88
100837.95,32,4,Retired,Tier_2,20167.59,19133.43,4853.04,10482.94,7905.18,2200.86,3788.59,4887.32,3750.05,9187.22,1400.4,23.98,13081.31,13081.31
55292.18,21,2,Self_Employed,Tier_2,11058.44,10038.87,1840.89,6865.11,4416.21,1346.06,1639.36,3830.63,2564.71,4457.62,1188.71,14.63,6045.58,6045.58
11113.47,50,3,Retired,Tier_3,1667.02,1311.81,501.48,1534.5,847.63,276.81,462.9,576.81,347.77,940.69,113.05,8.68,964.98,2532.98
18976.8,33,1,Professional,Tier_1,5693.04,0.0,522.69,2769.21,1245.67,883.37,413.22,928.67,945.68,1332.52,545.13,6.26,1188.75,3697.61
81955.34,46,1,Self_Employed,Tier_2,16391.07,0.0,4012.11,10918.58,4195.53,3053.44,2612.41,3612.4,3990.29,4607.91,2049.62,14.6,11963.12,26511.97
33605.84,23,0,Student,Tier_2,6721.17,5673.66,1576.56,4769.87,2556.52,1256.45,952.15,2422.94,1076.98,0.0,510.2,9.73,3268.9,6089.34
11966.67,54,0,Student,Tier_3,1795.0,0.0,490.39,1645.25,760.58,558.98,321.11,823.7,433.76,0.0,120.03,9.54,1141.22,5017.88
15580.74,40,2,Retired,Tier_1,4674.22,2520.81,741.32,1699.99,908.29,693.17,611.85,760.79,644.36,1021.91,312.43,5.59,871.64,991.58
52667.16,30,0,Self_Employed,Tier_2,10533.43,6348.13,2035.19,7858.38,4053.68,2624.2,2025.32,2898.26,2201.2,0.0,1104.39,13.74,7239.05,10984.98
66468.33,61,1,Professional,Tier_2,13293.67,0.0,1358.05,6834.43,3328.59,2942.87,2127.41,4932.62,3265.68,3940.8,669.58,14.23,9457.11,23774.64
30431.6,18,3,Professional,Tier_2,6086.32,1960.17,838.13,3459.98,2388.31,1167.14,1075.55,1926.03,1282.06,1532.01,692.94,9.11,2773.8,8022.96
217336.84,29,2,Self_Employed,Tier_3,32600.53,36090.71,4929.57,30029.5,13274.01,4733.07,6179.35,14750.12,8877.1,19621.34,3798.7,19.08,41475.74,42452.85
58004.42,44,0,Professional,Tier_2,11600.88,8797.13,1274.38,6189.07,4607.73,1513.04,1950.81,3443.08,2521.5,0.0,717.43,12.95,7511.69,15389.36
24690.35,42,2,Retired,Tier_2,4938.07,0.0,842.41,3170.23,1554.26,1003.49,1075.67,1807.65,746.35,2008.86,414.58,9.88,2438.62,7128.79
15621.26,39,2,Professional,Tier_2,3124.25,0.0,770.29,2054.72,878.28,589.16,449.69,1013.1,578.97,1337.0,269.78,6.76,1055.72,4556.02
13753.45,51,2,Student,Tier_1,4126.04,1010.24,437.58,1848.11,1059.05,339.67,392.44,711.25,574.09,802.87,258.7,8.88,1221.82,2193.42
39233.64,35,0,Self_Employed,Tier_1,11770.09,4823.8,1923.36,4238.51,2776.6,1193.84,1536.79,1671.66,1300.47,0.0,1033.73,7.81,3065.4,6964.78
20290.97,58,4,Self_Employed,Tier_2,4058.19,3434.41,948.16,2239.56,1614.55,978.79,906.66,1451.32,748.52,1678.08,350.15,7.67,1556.16,1882.57
114456.22,33,0,Student,Tier_2,22891.24,0.0,2892.96,12155.0,7400.8,4682.2,5108.19,5613.94,5103.74,0.0,1416.33,20.27,23202.2,47191.83
96954.99,46,0,Student,Tier_1,29086.5,16021.99,4508.9,10525.71,7655.36,2578.18,3045.17,6165.87,3796.3,0.0,2761.11,11.41,10809.9,10809.9
49781.86,47,0,Self_Employed,Tier_2,9956.37,9741.53,1380.19,7051.66,3167.55,2127.91,1109.4,3808.22,2040.5,0.0,794.8,14.68,7310.38,8603.74
11681.43,47,0,Self_Employed,Tier_1,3504.43,0.0,252.03,1234.57,932.15,261.19,299.76,735.53,431.94,0.0,216.76,9.02,1053.64,3813.07
17521.39,37,0,Student,Tier_2,3504.28,2093.65,413.54,2103.83,1323.72,785.54,440.94,1088.3,561.8,0.0,264.18,7.78,1362.83,4941.62
81919.69,64,2,Professional,Tier_1,24575.91,14249.73,2907.6,8255.16,4904.85,3975.96,2009.55,5754.15,3136.44,4386.62,1498.87,13.73,6264.85,6264.85
19120.18,39,2,Retired,Tier_1,5736.05,0.0,740.19,2641.99,1210.84,748.62,933.39,1176.86,709.27,1325.11,446.13,5.22,998.22,3451.72
73619.56,59,0,Student,Tier_2,14723.91,3762.18,1527.61,10885.36,5500.92,1854.54,2272.1,3161.49,3639.41,0.0,1970.99,11.8,8684.51,24321.04
